2023-04-28 13:07:06 INFO  TelegramBot:219 - Заходил пользователь: Александр
2023-04-28 13:07:11 INFO  TelegramBot:219 - Заходил пользователь: Александр
2023-04-28 13:12:30 INFO  TelegramBot:221 - Заходил пользователь: Александр
2023-04-28 13:21:32 INFO  TelegramBot:220 - Заходил пользователь: Александр
2023-04-28 14:07:09 INFO  TelegramBot:230 - Заходил пользователь: Александр
2023-04-28 14:13:18 INFO  TelegramBot:226 - Заходил пользователь: Александр
2023-04-28 14:13:34 INFO  TelegramBot:226 - Заходил пользователь: Александр
2023-04-28 15:37:40 INFO  TelegramBot:232 - Заходил пользователь: Александр
2023-04-28 15:40:29 INFO  TelegramBot:235 - Заходил пользователь: Александр
2023-04-28 15:45:39 INFO  TelegramBot:229 - Заходил пользователь: Александр
2023-04-28 15:58:38 INFO  TelegramBot:228 - Заходил пользователь: Александр
2023-04-28 15:59:49 INFO  TelegramBot:227 - Заходил пользователь: Александр
2023-04-28 16:05:18 INFO  TelegramBot:233 - Заходил пользователь: Александр
2023-04-28 16:34:54 INFO  TelegramBot:238 - Заходил пользователь: Александр
2023-04-28 17:31:15 INFO  TelegramBot:226 - Заходил пользователь: Александр
2023-04-29 12:46:42 INFO  TelegramBot:224 - Заходил пользователь: Александр
2023-04-29 12:52:47 INFO  TelegramBot:224 - Заходил пользователь: Александр
2023-04-29 12:53:29 INFO  TelegramBot:224 - Заходил пользователь: Александр
2023-04-29 13:13:30 INFO  TelegramBot:226 - Заходил пользователь: Александр
2023-04-29 17:20:03 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:03 INFO  TelegramBot:257 - user saved: User(chatId=868882769, shelter=null, name=null, phone=null, mail=null, registeredAt=null)
2023-04-29 17:20:03 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:03 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:04 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:04 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:04 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:04 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:04 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:05 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:05 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:05 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:05 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:05 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:06 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:06 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:06 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:09 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:10 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:10 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:10 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:10 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:10 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:20:11 INFO  TelegramBot:236 - Заходил пользователь: Диана
2023-04-29 17:25:25 INFO  TelegramBot:206 - Заходил пользователь: Диана
2023-04-29 20:09:26 INFO  TelegramBot:201 - Заходил пользователь: Павел
2023-04-29 20:09:57 INFO  TelegramBot:201 - Заходил пользователь: Павел
2023-04-29 20:10:05 INFO  TelegramBot:201 - Заходил пользователь: Павел
2023-04-29 20:33:18 INFO  TelegramBot:207 - Заходил пользователь: Павел
2023-04-29 20:38:06 INFO  TelegramBot:207 - Заходил пользователь: Павел
2023-04-29 20:38:07 INFO  TelegramBot:223 - user saved: User(chatId=1734389283, shelter=null, name=null, phone=null, mail=null, registeredAt=1970-01-01 03:00:00.166)
2023-04-29 20:40:57 INFO  TelegramBot:207 - Заходил пользователь: Павел
2023-04-29 20:45:32 INFO  TelegramBot:207 - Заходил пользователь: Павел
2023-04-29 20:45:33 INFO  TelegramBot:223 - user saved: User(chatId=1734389283, shelter=null, name=null, phone=null, mail=null, registeredAt=2023-04-29 20:45:33.08002955)
2023-04-29 20:49:16 INFO  TelegramBot:207 - Заходил пользователь: Павел
2023-04-29 20:49:24 INFO  TelegramBot:207 - Заходил пользователь: Павел
2023-04-29 20:49:54 INFO  TelegramBot:207 - Заходил пользователь: Павел
